Repl,Reply,is-a,is-a,23:54:32.289938,ARP,
Reques,Request,10.42.0,14,23:54:48.495636,ARP,
10.42.0.144,5353,224.0.0.251,5353,23:54:48.539272,IP
10.42.0,161,31.13.73,36,23:54:49.140402,IP
Reques,Request,10.42.0,14,23:54:49.497639,ARP,
Repl,Reply,is-a,is-a,23:54:50.112819,ARP,
10.42.0.161,53833,176.34.117.191,443,23:54:51.063879,IP
10.42.0,161,31.13.73,36,23:54:51.136837,IP
10.42.0.137,123,17.253.4.253,123,23:54:51.192405,IP
176.34.117.191,443,10.42.0.161,53833,23:54:51.252916,IP
10.42.0.161,53833,176.34.117.191,443,23:54:51.318514,IP
176.34.117.191,443,10.42.0.161,53833,23:54:51.469340,IP
10.42.0.161,53833,176.34.117.191,443,23:54:51.523491,IP
10.42.0,161,31.13.73,36,23:54:52.140340,IP
10.42.0,161,31.13.73,36,23:54:53.144834,IP
10.42.0,161,31.13.73,36,23:54:54.149549,IP
10.42.0.161,53819,169.55.74.49,443,23:54:54.492582,IP
169.55.74.49,443,10.42.0.161,53819,23:54:54.553796,IP
10.42.0,161,31.13.73,36,23:54:55.149599,IP
10.42.0,161,31.13.73,36,23:54:56.155747,IP
10.42.0,161,31.13.73,36,23:54:57.164282,IP
10.42.0,161,31.13.73,36,23:54:58.164537,IP
10.42.0,137,183.60.48,25,23:54:58.325156,IP
183.60.48,25,10.42.0,137,23:54:58.496430,IP
10.42.0.161,53843,74.125.199.125,5222,23:54:58.985639,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.038187,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.091610,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.154072,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.214125,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.267818,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.321253,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.374578,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.429282,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.485023,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.538508,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.591904,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.647539,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.703501,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.757146,IP
10.42.0.161,53843,74.125.199.125,5222,23:54:59.811814,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.866256,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.921293,IP
74.125.199.125,5222,10.42.0.161,53843,23:54:59.974738,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.031349,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.087138,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.140649,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.194297,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.247287,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.304162,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.357928,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.413785,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.468555,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.524114,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.577551,IP
10.42.0.161,53843,74.125.199.125,5222,23:55:00.636662,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.689108,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.742241,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.800812,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.854574,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.908197,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:00.970004,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:01.023594,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:01.081154,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:01.137243,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:01.190609,IP
10.42.0,137,183.60.48,25,23:55:01.341210,IP
183.60.48,25,10.42.0,137,23:55:01.511433,IP
10.42.0.137,60391,10.42.0.1,53,23:55:01.601515,IP
172.217.4.174,443,10.42.0.137,62601,23:55:01.653439,IP
172.217.4.174,443,10.42.0.137,62601,23:55:01.700571,IP
10.42.0,161,31.13.73,36,23:55:02.179702,IP
10.42.0,137,183.60.48,25,23:55:02.329884,IP
183.60.48,25,10.42.0,137,23:55:02.501092,IP
192.30.253.124,443,10.42.0.137,62475,23:55:03.010379,IP
10.42.0,161,31.13.73,36,23:55:03.182347,IP
192.30.253.124,443,10.42.0.137,62475,23:55:03.263822,IP
10.42.0,161,31.13.73,36,23:55:04.185771,IP
10.42.0,161,31.13.73,36,23:55:05.194522,IP
10.42.0,161,31.13.73,36,23:55:06.195523,IP
10.42.0,161,31.13.73,36,23:55:07.200276,IP
10.42.0,161,31.13.73,36,23:55:08.202481,IP
10.42.0,161,31.13.73,36,23:55:09.203120,IP
10.42.0,161,31.13.73,36,23:55:10.209990,IP
10.42.0,161,31.13.73,36,23:55:11.215118,IP
10.42.0,137,122.194.229,12,23:55:11.740369,IP
10.42.0,161,31.13.73,36,23:55:12.220354,IP
10.42.0,137,122.194.229,12,23:55:12.735055,IP
10.42.0,161,31.13.73,36,23:55:13.219736,IP
10.42.0,137,122.194.229,12,23:55:13.765187,IP
10.42.0,161,31.13.73,36,23:55:14.251523,IP
10.42.0,137,122.194.229,12,23:55:14.735091,IP
10.42.0,161,31.13.73,36,23:55:15.232061,IP
10.42.0.161,53833,176.34.117.191,443,23:55:16.063634,IP
10.42.0,161,31.13.73,36,23:55:16.235779,IP
176.34.117.191,443,10.42.0.161,53833,23:55:16.404645,IP
10.42.0.161,53833,176.34.117.191,443,23:55:16.509383,IP
10.42.0.137,17500,255.255.255.255,17500,23:55:17.224186,IP
10.42.0.161,53847,192.241.190.153,443,23:55:18.132345,IP
192.241.190.153,443,10.42.0.161,53847,23:55:18.202874,IP
10.42.0,161,31.13.73,36,23:55:19.247401,IP
10.42.0.137,62593,172.217.4.163,80,23:55:19.981435,IP
10.42.0.144,5353,224.0.0.251,5353,23:55:20.167829,IP
10.42.0,161,31.13.73,36,23:55:20.245379,IP
10.42.0,161,31.13.73,36,23:55:21.249922,IP
10.42.0,161,31.13.73,36,23:55:22.256463,IP
10.42.0,161,31.13.73,36,23:55:23.257678,IP
162.125.34.129,443,10.42.0.137,62467,23:55:23.659971,IP
162.125.34.129,443,10.42.0.137,62467,23:55:23.699917,IP
10.42.0,161,31.13.73,36,23:55:24.264348,IP
10.42.0.137,58439,10.42.0.1,53,23:55:24.777710,IP
Reques,Request,10.42.0,13,23:55:24.997623,ARP,
10.42.0,161,31.13.73,36,23:55:25.264753,IP
10.42.0,137,61.240.144,65,23:55:25.539440,IP
10.42.0.137,58439,10.42.0.1,53,23:55:25.830091,IP
10.42.0,161,31.13.73,36,23:55:26.270521,IP
10.42.0.161,53819,169.55.74.49,443,23:55:26.494270,IP
10.42.0,137,61.240.144,65,23:55:26.538744,IP
10.42.0.161,53820,74.125.28.188,5228,23:55:27.065337,IP
10.42.0,161,31.13.73,36,23:55:27.271399,IP
10.42.0,137,61.240.144,65,23:55:27.542582,IP
10.42.0,161,31.13.73,36,23:55:28.275772,IP
10.42.0,137,61.240.144,65,23:55:28.542467,IP
10.42.0.137,58439,10.42.0.1,53,23:55:28.950447,IP
52.9.67.100,80,10.42.0.137,62602,23:55:28.987694,IP
10.42.0,161,31.13.73,36,23:55:29.282114,IP
10.42.0,137,61.240.144,65,23:55:29.538490,IP
10.42.0,161,31.13.73,36,23:55:30.281937,IP
10.42.0,137,61.240.144,65,23:55:30.545195,IP
10.42.0.137,62590,216.58.217.196,443,23:55:30.834528,IP
10.42.0,161,31.13.73,36,23:55:31.280822,IP
10.42.0,137,61.240.144,65,23:55:31.540288,IP
10.42.0,161,31.13.73,36,23:55:32.281944,IP
10.42.0.161,53843,74.125.199.125,5222,23:55:32.493383,IP
10.42.0,137,61.240.144,65,23:55:32.541504,IP
10.42.0.161,53843,74.125.199.125,5222,23:55:32.589208,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:32.645181,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:32.698743,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:32.753741,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:32.814748,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:32.869088,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:32.925624,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:32.979113,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.034040,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.089838,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.146721,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.203373,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.256817,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.311213,IP
10.42.0.161,53837,198.252.206.25,443,23:55:33.352313,IP
198.252.206.25,443,10.42.0.161,53837,23:55:33.419570,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.476533,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.531513,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.585393,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.643405,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.700752,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.754077,IP
10.42.0.161,53843,74.125.199.125,5222,23:55:33.809331,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.863353,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.919493,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:33.972957,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:34.033088,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:34.087634,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:34.148853,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:34.206187,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:34.259444,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:34.315002,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:34.368551,IP
10.42.0.161,53843,74.125.199.125,5222,23:55:34.427545,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:34.481941,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:34.540184,IP
10.42.0.161,53843,74.125.199.125,5222,23:55:34.583126,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:34.635519,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:34.689259,IP
74.125.199.125,5222,10.42.0.161,53843,23:55:34.745439,IP
10.42.0,161,31.13.73,36,23:55:35.297511,IP
10.42.0,161,31.13.73,36,23:55:36.297663,IP
10.42.0.137,62597,172.217.4.174,443,23:55:37.079662,IP
10.42.0,161,31.13.73,36,23:55:37.299110,IP
10.42.0,161,31.13.73,36,23:55:38.304426,IP
10.42.0.137,61146,239.255.255.250,1900,23:55:38.908096,IP
10.42.0,161,31.13.73,36,23:55:39.302001,IP
10.42.0.137,61146,239.255.255.250,1900,23:55:39.902355,IP
10.42.0,161,31.13.73,36,23:55:40.302691,IP
10.42.0.137,61146,239.255.255.250,1900,23:55:40.904172,IP
10.42.0.161,53833,176.34.117.191,443,23:55:41.131015,IP
10.42.0,161,31.13.73,36,23:55:41.303139,IP
176.34.117.191,443,10.42.0.161,53833,23:55:41.472594,IP
10.42.0.137,61146,239.255.255.250,1900,23:55:41.904324,IP
10.42.0.137,62472,74.125.28.188,443,23:55:42.227749,IP
10.42.0,161,31.13.73,36,23:55:42.302810,IP
10.42.0,161,31.13.73,36,23:55:43.313698,IP
10.42.0.144,5353,224.0.0.251,5353,23:55:43.378020,IP
10.42.0,161,31.13.73,36,23:55:44.314232,IP
216.58.217.196,443,10.42.0.137,62590,23:55:44.441863,IP
10.42.0,161,31.13.73,36,23:55:45.317878,IP
10.42.0,161,31.13.73,36,23:55:46.320058,IP
10.42.0.137,17500,255.255.255.255,17500,23:55:47.280839,IP
Reques,Request,10.42.0,,23:55:48.260899,ARP,
10.42.0,161,31.13.73,36,23:55:48.328729,IP
10.42.0.137,60959,10.42.0.1,53,23:55:49.057581,IP
172.217.4.174,443,10.42.0.137,62601,23:55:49.134656,IP
10.42.0.137,55208,10.42.0.1,53,23:55:49.254823,IP
10.42.0.137,57194,10.42.0.1,53,23:55:49.296223,IP
172.217.4.174,443,10.42.0.137,62603,23:55:49.345787,IP
10.42.0.137,62603,172.217.4.174,443,23:55:49.540355,IP
172.217.4.174,443,10.42.0.137,62603,23:55:49.679242,IP
10.42.0.161,51617,239.255.255.250,1900,23:55:50.054255,IP
10.42.0,161,31.13.73,36,23:55:50.335257,IP
172.217.4.174,443,10.42.0.137,62597,23:55:50.768573,IP
10.42.0.137,62597,172.217.4.174,443,23:55:50.820847,IP
10.42.0.161,51617,239.255.255.250,1900,23:55:51.058019,IP
10.42.0,161,31.13.73,36,23:55:51.340388,IP
10.42.0.161,51617,239.255.255.250,1900,23:55:52.056093,IP
10.42.0,161,31.13.73,36,23:55:52.344706,IP
10.42.0.161,51617,239.255.255.250,1900,23:55:53.057028,IP
10.42.0,161,31.13.73,36,23:55:53.345754,IP
10.42.0,161,31.13.73,36,23:55:54.342044,IP
10.42.0,161,31.13.73,36,23:55:55.348507,IP
10.42.0.161,53819,169.55.74.49,443,23:55:55.396353,IP
169.55.74.49,443,10.42.0.161,53819,23:55:55.457396,IP
10.42.0,161,31.13.73,36,23:55:56.352238,IP
10.42.0,161,31.13.73,36,23:55:57.355454,IP
10.42.0,161,31.13.73,36,23:55:58.364470,IP
10.42.0,161,31.13.73,36,23:55:59.371659,IP
10.42.0,161,31.13.73,36,23:56:00.361741,IP
10.42.0,161,31.13.73,36,23:56:01.361329,IP
10.42.0,161,31.13.73,36,23:56:02.364118,IP
192.30.253.124,443,10.42.0.137,62475,23:56:03.307984,IP
10.42.0,161,31.13.73,36,23:56:03.364092,IP
192.241.190.153,443,10.42.0.161,53847,23:56:03.451681,IP
10.42.0.137,62475,192.30.253.124,443,23:56:03.512818,IP
192.30.253.124,443,10.42.0.137,62475,23:56:03.578131,IP
10.42.0,161,31.13.73,36,23:56:04.363617,IP
10.42.0.137,62593,172.217.4.163,80,23:56:05.305979,IP
10.42.0,161,31.13.73,36,23:56:05.368753,IP
10.42.0.161,53843,74.125.199.125,5222,23:56:05.957642,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.012907,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.066837,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.123145,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.177554,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.234158,IP
10.42.0.161,53843,74.125.199.125,5222,23:56:06.278969,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.332234,IP
10.42.0,161,31.13.73,36,23:56:06.372619,IP
176.34.117.191,443,10.42.0.161,53833,23:56:06.414569,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.470696,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.523915,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.581929,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.635399,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.695038,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.749335,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.807607,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.865159,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.922733,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:06.976445,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.031322,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.084573,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.137982,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.196315,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.250377,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.303681,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.361037,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.415306,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.469059,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.525327,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.583184,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.621882,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.675434,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.736141,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.789468,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.845176,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.898571,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:07.956473,IP
74.125.199.125,5222,10.42.0.161,53843,23:56:08.015572,IP
Reques,Request,10.42.0,16,23:56:08.373599,ARP,
10.42.0,161,31.13.73,36,23:56:09.378930,IP
10.42.0,161,31.13.73,36,23:56:10.379014,IP
10.42.0,161,31.13.73,36,23:56:11.379044,IP
162.125.34.129,443,10.42.0.137,62467,23:56:12.218465,IP
10.42.0.161,53820,74.125.28.188,5228,23:56:12.285236,IP
10.42.0,161,31.13.73,36,23:56:12.384048,IP
10.42.0.137,62467,162.125.34.129,443,23:56:12.523573,IP
10.42.0,161,31.13.73,36,23:56:13.391181,IP
10.42.0,161,31.13.73,36,23:56:14.395322,IP
10.42.0.161,55894,10.42.0.1,53,23:56:14.502198,IP
173.194.202.109,993,10.42.0.161,53969,23:56:14.562591,IP
173.194.202.109,993,10.42.0.161,53969,23:56:14.638131,IP
10.42.0.161,53970,173.194.202.109,993,23:56:14.682614,IP
173.194.202.109,993,10.42.0.161,53970,23:56:14.779063,IP
173.194.202.109,993,10.42.0.161,53970,23:56:14.850134,IP
173.194.202.109,993,10.42.0.161,53970,23:56:14.926108,IP
10.42.0.161,53819,169.55.74.49,443,23:56:14.982408,IP
173.194.202.109,993,10.42.0.161,53970,23:56:15.027338,IP
10.42.0.161,53969,173.194.202.109,993,23:56:15.066165,IP
173.194.202.109,993,10.42.0.161,53969,23:56:15.134884,IP
173.194.202.109,993,10.42.0.161,53969,23:56:15.205116,IP
10.42.0.161,53970,173.194.202.109,993,23:56:15.252695,IP
173.194.202.109,993,10.42.0.161,53969,23:56:15.303823,IP
173.194.202.109,993,10.42.0.161,53969,23:56:15.347933,IP
10.42.0,161,31.13.73,36,23:56:15.399610,IP
173.194.202.109,993,10.42.0.161,53969,23:56:15.457109,IP
173.194.202.109,993,10.42.0.161,53969,23:56:15.506259,IP
173.194.202.109,993,10.42.0.161,53970,23:56:15.637147,IP
173.194.202.109,993,10.42.0.161,53970,23:56:15.725451,IP
173.194.202.109,993,10.42.0.161,53970,23:56:15.814201,IP
173.194.202.109,993,10.42.0.161,53970,23:56:15.902792,IP
173.194.202.109,993,10.42.0.161,53970,23:56:16.092011,IP
173.194.202.109,993,10.42.0.161,53970,23:56:16.135112,IP
173.194.202.109,993,10.42.0.161,53970,23:56:16.388582,IP
10.42.0.161,53970,173.194.202.109,993,23:56:16.448521,IP
173.194.202.109,993,10.42.0.161,53970,23:56:16.517961,IP
173.194.202.109,993,10.42.0.161,53970,23:56:16.625590,IP
173.194.202.109,993,10.42.0.161,53970,23:56:16.771468,IP
173.194.202.109,993,10.42.0.161,53970,23:56:16.872585,IP
173.194.202.109,993,10.42.0.161,53969,23:56:16.946774,IP
173.194.202.109,993,10.42.0.161,53969,23:56:17.018380,IP
173.194.202.109,993,10.42.0.161,53970,23:56:17.140007,IP
Reques,Request,10.42.0,13,23:56:17.221621,ARP,
Repl,Reply,is-a,is-a,23:56:17.335945,ARP,
173.194.202.109,993,10.42.0.161,53970,23:56:17.377654,IP
10.42.0.161,53970,173.194.202.109,993,23:56:17.420625,IP
173.194.202.109,993,10.42.0.161,53970,23:56:17.509886,IP
173.194.202.109,993,10.42.0.161,53970,23:56:17.548256,IP
173.194.202.109,993,10.42.0.161,53970,23:56:17.601959,IP
173.194.202.109,993,10.42.0.161,53970,23:56:17.686806,IP
173.194.202.109,993,10.42.0.161,53970,23:56:17.772388,IP
173.194.202.109,993,10.42.0.161,53970,23:56:17.850367,IP
173.194.202.109,993,10.42.0.161,53970,23:56:17.940983,IP
173.194.202.109,993,10.42.0.161,53970,23:56:18.030448,IP
10.42.0,161,31.13.73,36,23:56:18.411733,IP
10.42.0.161,53837,198.252.206.25,443,23:56:18.717214,IP
198.252.206.25,443,10.42.0.161,53837,23:56:18.784516,IP
10.42.0,161,31.13.73,36,23:56:19.412055,IP
10.42.0.161,41128,10.42.0.1,53,23:56:19.544823,IP
10.42.0.161,62067,216.58.217.206,443,23:56:19.583002,IP
10.42.0.161,62067,216.58.217.206,443,23:56:19.742788,IP
10.42.0.161,57832,239.255.255.250,1900,23:56:19.806981,IP
216.58.217.195,443,10.42.0.161,61020,23:56:19.873173,IP
216.58.217.206,443,10.42.0.161,62067,23:56:19.909805,IP
10.42.0.161,61020,216.58.217.195,443,23:56:19.948120,IP
10.42.0.161,62067,216.58.217.206,443,23:56:20.044446,IP
216.58.217.206,443,10.42.0.161,62067,23:56:20.122526,IP
10.42.0.137,49997,10.42.0.1,53,23:56:20.192639,IP
72.21.206.121,443,10.42.0.137,62604,23:56:20.272081,IP
216.58.217.206,443,10.42.0.161,58994,23:56:20.308004,IP
72.21.206.121,443,10.42.0.137,62604,23:56:20.350066,IP
10.42.0.161,62067,216.58.217.206,443,23:56:20.408496,IP
216.58.217.206,443,10.42.0.161,62067,23:56:20.553856,IP
216.58.217.206,443,10.42.0.161,62067,23:56:20.777359,IP
10.42.0.161,62067,216.58.217.206,443,23:56:20.819106,IP
216.58.217.206,443,10.42.0.161,62067,23:56:20.897286,IP
10.42.0,161,31.13.73,36,23:56:21.415784,IP
10.42.0.161,57832,239.255.255.250,1900,23:56:21.809015,IP
10.42.0,161,31.13.73,36,23:56:22.416696,IP
10.42.0.161,57832,239.255.255.250,1900,23:56:22.813864,IP
10.42.0,161,31.13.73,36,23:56:23.418801,IP
fe80::1c0b:b476:bdbe:414c,5353,ff02::fb,5353,23:56:23.915455,IP6
10.42.0,161,31.13.73,36,23:56:24.419212,IP
10.42.0,161,31.13.73,36,23:56:25.423341,IP
10.42.0,161,31.13.73,36,23:56:26.431594,IP
10.42.0.137,62602,52.9.67.100,80,23:56:26.681059,IP
10.42.0,161,31.13.73,36,23:56:27.434930,IP
10.42.0.137,57604,172.217.4.163,443,23:56:27.757986,IP
172.217.4.163,443,10.42.0.137,57604,23:56:27.807463,IP
10.42.0,161,31.13.73,36,23:56:28.434756,IP
10.42.0,161,31.13.73,36,23:56:29.440046,IP
10.42.0.161,53819,169.55.74.49,443,23:56:29.596565,IP
169.55.74.49,443,10.42.0.161,53819,23:56:29.657789,IP
10.42.0,161,31.13.73,36,23:56:30.445194,IP
10.42.0.161,53833,176.34.117.191,443,23:56:31.063975,IP
176.34.117.191,443,10.42.0.161,53833,23:56:31.253004,IP
176.34.117.191,443,10.42.0.161,53833,23:56:31.416357,IP
10.42.0.161,60244,10.42.0.1,53,23:56:32.298973,IP
216.58.217.206,443,10.42.0.161,58994,23:56:32.334857,IP
10.42.0,161,31.13.73,36,23:56:32.452641,IP
fe80::1c0b:b476:bdbe:414c,5353,ff02::fb,5353,23:56:32.933119,IP6
10.42.0.137,62478,91.189.94.25,80,23:56:33.446599,IP
10.42.0.137,62478,91.189.94.25,80,23:56:34.010826,IP
10.42.0,161,31.13.73,36,23:56:34.452468,IP
10.42.0.161,61020,216.58.217.195,443,23:56:34.844947,IP
10.42.0.137,62478,91.189.94.25,80,23:56:34.936417,IP
10.42.0,161,31.13.73,36,23:56:35.454078,IP
198.252.206.25,443,10.42.0.161,53837,23:56:35.842451,IP
198.252.206.25,443,10.42.0.161,53837,23:56:35.939066,IP
10.42.0,161,31.13.73,36,23:56:36.461639,IP
10.42.0.137,62478,91.189.94.25,80,23:56:36.581127,IP
10.42.0,161,31.13.73,36,23:56:37.463504,IP
